name,estimated_hours,prerequisites,skills,concept_overlap_group,module_list,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,num_prerequisites,num_skills,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,category_Arts And Humanities,category_Business,category_Computer Science,category_Data Science,category_Health,category_Information Technology,category_Language Learning,category_Math And Logic,category_Personal Development,category_Physical Science And Engineering,category_Social Sciences,goal_role_AI Engineer,goal_role_Backend Developer,goal_role_Data Analyst,goal_role_Data Scientist,goal_role_Full Stack,goal_role_ML Engineer,difficulty,learning_load,skill_density,prerequisite_density,learning_complexity
Introduction to Power Electronics,-0.5852215887232535,Electronics,"Electronics, Basic Electrical Systems, Engineering Analysis, Simulation and Simulation Software, Power Electronics, Electronic Systems, Electrical Engineering, Electrical Power, Electric Power Systems",70,"Understand what a switched-mode converter is and its basic operating principles
Understand what a switched-mode converte",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Electronics; Basic Electrical Systems; Engineering Analysis; Simulation and Simulation Software; Power Electronics,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.7325421346843926,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,-0.5852215887232535,-0.3028435694938441,0.038461538461538464,9
Rocket Science for Everyone,-1.743651419773682,Telecommunications,"Telecommunications, Communication Systems, Mechanics, Physics, Global Positioning Systems, Technical Communication, Environmental Monitoring, Wireless Networks, General Networking",70,"Understand where satellites orbit around the Earth, defining different regions where satellites such as GPS and communic",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Telecommunications; Communication Systems; Mechanics; Physics; Global Positioning Systems,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.7325421346843926,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,-1.743651419773682,2.0085911339843743,0.125,27
R Programming,0.4444938166549051,Debugging,"Debugging, Program Development, R Programming, Simulations, Statistical Programming, Data Import/Export, Statistical Analysis, Computer Programming Tools, Data Analysis, Performance Tuning, Programming Principles, Data Structures",1,"Understand critical programming language concepts
Understand critical programming language concepts
Configure statistica",Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Debugging; Program Development; R Programming; Simulations; Statistical Programming,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.07839011773375393,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.4444938166549051,-0.4822141637672861,0.023809523809523808,12
Managing Social and Human Capital,-0.9070076529039282,People Management,"People Management, Team Motivation, Organizational Leadership, Human Capital, Organizational Structure, Job Analysis, Compensation Management, Leadership and Management, Human Resource Strategy, Organizational Change, Employee Performance Management, Organizational Effectiveness, Change Management, Talent Recruitment, Constructive Feedback, Decision Making",27,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,People Management; Team Motivation; Organizational Leadership; Human Capital; Organizational Structure,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,-0.9070076529039282,0.9310087002052868,0.047619047619047616,48
How to Jumpstart Your Hidden Creative Genius,1.0880659450162542,Design Thinking,"Design Thinking, Curiosity, Creative Thinking, Innovation, Empathy, Creativity, Problem Solving, Ideation, Cognitive flexibility, Self-Awareness, Brainstorming, Human Centered Design",54,Not Specified,Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Design Thinking; Curiosity; Creative Thinking; Innovation; Empathy,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.07839011773375393,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,1.0880659450162542,-0.645278340379506,0.019230769230769232,12
DevOps Culture and Mindset,1.281137583524659,Risk Management,"Risk Management, Kanban Principles, Organizational Structure, User Feedback, Lean Methodologies, Continuous Improvement Process, DevOps, Process Mapping, Culture Transformation, Operational Efficiency, CI/CD, Process Improvement, Systems Thinking",49,Not Specified,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Risk Management; Kanban Principles; Organizational Structure; User Feedback; Lean Methodologies,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1.281137583524659,-0.6286754423971709,0.01818181818181818,39
Spanish for the Workplace: From basics to business,0.7662798808355797,Interviewing Skills,"Interviewing Skills, Office Procedures",67,Not Specified,Introduces key concepts and practical applications of None.,Language Learning,High,High,Intermediate,Language Learning,Interviewing Skills; Office Procedures,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-2.6247173903267345,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0.7662798808355797,-1.2038598815405148,0.02127659574468085,6
Cinematic Video Editing : Master Exciting Youtube Intro's,1.0880659450162542,Adobe After Effects,"Adobe After Effects, Color Theory, Adobe Premiere, Videography, Timelines, Motion Graphics, Post-Production, Video Editing, Video Production",36,Not Specified,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Beginner,Arts And Humanities,Adobe After Effects; Color Theory; Adobe Premiere; Videography; Timelines,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.7325421346843926,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1.0880659450162542,-0.816495725822337,0.019230769230769232,9
Introduction to Statistical Analysis:  Hypothesis Testing,-0.3921499502148488,SAS (Software),"SAS (Software), Correlation Analysis, Plot (Graphics), Statistical Analysis, Statistical Hypothesis Testing, Regression Analysis, Exploratory Data Analysis, Statistical Modeling, Data Literacy, Statistical Methods, Probability & Statistics",30,Not Specified,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,SAS (Software); Correlation Analysis; Plot (Graphics); Statistical Analysis; Statistical Hypothesis Testing,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.1919206330722949,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,-0.3921499502148488,-0.20444277326233212,0.034482758620689655,33
Document Design,-0.13472109887030911,Version Control,"Version Control, Adobe Acrobat, Digital Design, File Management, Workflow Management, Branding, Creative Design, Presentations, Constructive Feedback, Document Management, Process Design, Graphic Design, Marketing Collateral, Client Services, Design Reviews, Collaborative Software",58,"Master the fundamentals of document design, learning how to create clear, visually appealing, and effective documents.
M",Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Version Control; Adobe Acrobat; Digital Design; File Management; Workflow Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,-0.13472109887030911,0.10876994298488088,0.030303030303030304,48
Business Law: A Community of Practice with Paralegals,-0.07036388603417419,Legal Risk,"Legal Risk, Commercial Laws, Business, Corporate Accounting, Mergers & Acquisitions, Corporate Finance, Case Law, Legal Research, Governance, Ethical Standards And Conduct, Legal Strategy, Analysis, Partnership Accounting, Organizational Structure, Strategic Partnership, Civil Law",59,"Learn how to form agency relationships
Learn how to form agency relationships
Evaluate business structures
Evaluate busi",Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Legal Risk; Commercial Laws; Business; Corporate Accounting; Mergers & Acquisitions,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,-0.07036388603417419,0.06644883048088933,0.029411764705882353,48
Storying the Self: How Stories Shape our Identities,-1.1000792914123327,Self-Awareness,"Self-Awareness, Media and Communications, Communication, Cultural Diversity, Empathy, Personal Development, Social Sciences, Leadership, Creativity, Storytelling",70,"Reflect on how our own life experiences and identities have shaped us as leaders and creators.
Reflect on how our own li",Introduces key concepts and practical applications of None.,Personal Development,High,High,Advanced,Personal Development,Self-Awareness; Media and Communications; Communication; Cultural Diversity; Empathy,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.4622313838783437,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2,-1.1000792914123327,0.3186121258171721,0.05555555555555555,50
Curanderismo: Traditional Healing Using Plants,-1.035722078576198,Preventative Care,"Preventative Care, Stress Management, Health Education, Health Care, Cultural Diversity, Pain Management, Nutrition and Diet",79,"Students will be able to provide Information on the history,  traditions, rituals, herbs, and remedies of Curanderismo.
",Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Advanced,Arts And Humanities,Preventative Care; Stress Management; Health Education; Health Care; Cultural Diversity,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.2731636362964902,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,-1.035722078576198,-0.23675966634047083,0.05263157894736842,35
Mastering Natural Light in Portrait Photography,0.7019226679994448,Post-Production,"Post-Production, Adobe Creative Cloud, Image Quality, Photography, Photo Editing",75,Not Specified,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Post-Production; Adobe Creative Cloud; Image Quality; Photography; Photo Editing,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.8137851379085879,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.7019226679994448,-1.0075644023310035,0.021739130434782608,15
"Solid Waste Collection, Storage and Transportation",-0.19907831170644402,Environmental Regulations,"Environmental Regulations, Laboratory Testing, Transportation Operations, Waste Minimization, Environmental Policy, Environmental Monitoring, Environmental Engineering, Civil Engineering, Environmental Laws, Environmental Resource Management, Emerging Technologies, Sustainable Technologies, Internet Of Things, Estimation, Sustainable Engineering",50,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Environmental Regulations; Laboratory Testing; Transportation Operations; Waste Minimization; Environmental Policy,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.8893223701519004,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,-0.19907831170644402,0.060993374572171695,0.03125,45
English Pre Advanced B2.2,0.7662798808355797,Communication,"Communication, Cultural Diversity, Vocabulary, English Language, Journalism, Grammar",9,"Build advanced-level competency in English communication for life or the international workplace
Build advanced-level co",Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Communication; Cultural Diversity; Vocabulary; English Language; Journalism,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.543474387102539,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0.7662798808355797,-0.9512838803198848,0.02127659574468085,6
Speaking and Presenting: Conversation Starters,-1.2287937170846026,Persuasive Communication,"Persuasive Communication, Ingenuity, Interpersonal Communications, Adaptability, Verbal Communication Skills, Active Listening, Creativity, Cognitive flexibility, Presentations, Storytelling, Communication, Driving engagement, Public Speaking",64,"How to incorporate a ""little bit of mischief"" to your presentations in a way that delights and informs your audience
How",Introduces key concepts and practical applications of None.,Personal Development,High,High,Intermediate,Personal Development,Persuasive Communication; Ingenuity; Interpersonal Communications; Adaptability; Verbal Communication Skills,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,-1.2287937170846026,1.0811636295023728,0.0625,39
Cloud Security Risks: Identify and Protect Against Threats,-1.4862225684291424,Vulnerability Management,"Vulnerability Management, Network Analysis, Cloud Computing, Infrastructure as Code (IaC), Threat Management, Data Security, Vulnerability Assessments, Data Governance, Personally Identifiable Information, Authentications, Identity and Access Management, Containerization, Multi-Factor Authentication, Authorization (Computing), Cloud-Native Computing, Infrastructure Security, Role-Based Access Control (RBAC), Cloud Security",19,"Describe fundamental identity and access management concepts specific to the cloud.
Describe fundamental identity and ac",Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Vulnerability Management; Network Analysis; Cloud Computing; Infrastructure as Code (IaC); Threat Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.7002546225700468,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,-1.4862225684291424,3.1215041393627754,0.08333333333333333,54
The Nuts and Bolts of Machine Learning,1.0880659450162542,Unsupervised Learning,"Unsupervised Learning, Data Validation, Applied Machine Learning, Feature Engineering, Supervised Learning, Data Ethics, Decision Tree Learning, Workflow Management, Python Programming, Machine Learning, Random Forest Algorithm, Advanced Analytics, Performance Tuning, Classification And Regression Tree (CART)",16,"Identify characteristics of the different types of machine learning
Identify characteristics of the different types of m",Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Unsupervised Learning; Data Validation; Applied Machine Learning; Feature Engineering; Supervised Learning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.6190116193458516,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,1.0880659450162542,-0.5311334167509522,0.019230769230769232,70
Specialized RMAN Features and Advanced Use Cases,-1.743651419773682,Database Architecture and Administration,"Database Architecture and Administration, Cloud Services, Data Storage Technologies, Database Administration, Oracle Databases, Performance Tuning, Encryption, Disaster Recovery, Cloud Storage",7,"Execute advanced RMAN database duplication techniques, including remote host and multitenant setups.
Execute advanced RM",Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Database Architecture and Administration; Cloud Services; Data Storage Technologies; Database Administration; Oracle Databases,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.7325421346843926,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,-1.743651419773682,2.0085911339843743,0.125,27
IBM Storage Scale Administration,-0.7139360143955233,Data Storage Technologies,"Data Storage Technologies, Encryption, System Monitoring, Systems Administration, Servers, Command-Line Interface, Performance Tuning, Linux Administration, Security Controls, Configuration Management, System Configuration, Data Security, Software Installation, Event Monitoring",5,Not Specified,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Data Storage Technologies; Encryption; System Monitoring; Systems Administration; Servers,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.6190116193458516,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,-0.7139360143955233,0.4010501262155722,0.041666666666666664,14
Auditing II: The Practice of Auditing,-0.7139360143955233,Internal Auditing,"Internal Auditing, Business Process, Verification And Validation, External Auditing, Compliance Auditing, Auditing, Audit Planning, Internal Controls, Generally Accepted Auditing Standards, Business Risk Management, Fraud detection, Probability & Statistics, Auditors Report, Risk Analysis, Audit Working Papers, Financial Auditing, Financial Reporting, Financial Controls, Risk Management",78,"Explain the core concepts related to the development and nature of strategic-systems auditing.
Explain the core concepts",Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Internal Auditing; Business Process; Verification And Validation; External Auditing; Compliance Auditing,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,1.9705653733760957,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,-0.7139360143955233,1.0193351292035726,0.041666666666666664,95
Migration and health,-1.3575081427568725,Health Care,"Health Care, Health Equity, Public Policies, Health Systems, Research, Social Determinants Of Health, Health Policy, Governance, Climate Change Programs, Health Disparities, Policy Analysis, Public Health",5,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Health Care; Health Equity; Public Policies; Health Systems; Research,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.07839011773375393,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,-1.3575081427568725,1.2136532729998015,0.07142857142857142,36
Machine Learning Foundations: A Case Study Approach,-0.07036388603417419,Natural Language Processing,"Natural Language Processing, Machine Learning, Supervised Learning, Deep Learning, Image Analysis, Python Programming, Computer Vision, Applied Machine Learning, Feature Engineering, Data Mining, Artificial Intelligence, Classification And Regression Tree (CART), Predictive Modeling, Text Mining, Regression Analysis",28,Not Specified,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Natural Language Processing; Machine Learning; Supervised Learning; Deep Learning; Image Analysis,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.8893223701519004,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,-0.07036388603417419,-0.020838464058593145,0.029411764705882353,75
"English for Science, Technology, Engineering, and Mathematics",-0.7782932272316583,Research,"Research, Sustainable Technologies, Climate Change Adaptation, Grammar, Emerging Technologies, Environment, English Language, Literacy, Environmental Science, Vocabulary",53,Not Specified,Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Research; Sustainable Technologies; Climate Change Adaptation; Grammar; Emerging Technologies,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.4622313838783437,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,-0.7782932272316583,-0.03981396287152411,0.043478260869565216,10
Medical Administrative Assistants and the Healthcare Team,1.4742092220330638,Medical Records,"Medical Records, Health Care Administration, Medical Billing, Patient Registration, Patient Communication, Patient Flow, Patient-centered Care, Medical Office Procedures, Emergency Response, Healthcare Industry Knowledge, Care Coordination, Health Information Management",11,"Discuss the role and responsibilities related to medical front office procedures
Discuss the role and responsibilities r",Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Medical Records; Health Care Administration; Medical Billing; Patient Registration; Patient Communication,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.07839011773375393,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1.4742092220330638,-0.7161269136661947,0.017241379310344827,36
Reputation Crisis? Facebook meets Cambridge Analytica,-0.07036388603417419,Business Management,"Business Management, Stakeholder Management, Leadership, Crisis Management, Facebook, Policy Analysis, Social Sciences, Business Ethics, Case Studies, Data Ethics, Corporate Communications, Information Privacy",51,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Business Management; Stakeholder Management; Leadership; Crisis Management; Facebook,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.07839011773375393,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,-0.07036388603417419,-0.2827003476770404,0.029411764705882353,36
Career Support Community and Resources,-1.1644365042484677,Coaching,"Coaching, Workforce Development, Technology Strategies, Adaptability, Emerging Technologies, Project Implementation, Professional Development, Strategic Partnership, Constructive Feedback, Telecommuting, Stakeholder Engagement, Virtual Teams",28,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Coaching; Workforce Development; Technology Strategies; Adaptability; Emerging Technologies,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.07839011773375393,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,-1.1644365042484677,0.7647471867967491,0.058823529411764705,60
Just Reading and Writing English 2,0.25142217814650036,Literacy,"Literacy, Writing, Interpersonal Communications, Culture, Cultural Diversity, Vocabulary, Grammar, English Language",2,Not Specified,Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Literacy; Writing; Interpersonal Communications; Culture; Cultural Diversity,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.0028528854904413,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0.25142217814650036,-0.7213749561318754,0.02564102564102564,8
"Oralpha: Literacy for new citizens, a course for trainers",1.5385664348691988,Language Learning,"Language Learning, Diversity Training, Multilingualism, Social Sciences, Oral Comprehension, Intercultural Competence, Learning Strategies, Education and Training, Pedagogy, Teaching, Literacy, Vocabulary, Instructional Strategies",44,Not Specified,Introduces key concepts and practical applications of None.,Language Learning,High,High,Advanced,Language Learning,Language Learning; Diversity Training; Multilingualism; Social Sciences; Oral Comprehension,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.34870086853980276,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,1.5385664348691988,-0.6762328959397919,0.01694915254237288,65
Blended Learning Toolkit,1.4742092220330638,Live Streaming,"Live Streaming, Digital Transformation, Research, Blended Learning, Student Engagement, Teaching, Planning, Content Management Systems, Web Design and Development, Curriculum Development, Learning Management Systems, Education Software and Technology, Auditing",14,"Design, implement, run an online educational program with digital tools.
Design, implement, run an online educational pr",Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Live Streaming; Digital Transformation; Research; Blended Learning; Student Engagement,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.34870086853980276,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1.4742092220330638,-0.6649584996258084,0.017241379310344827,65
Introduction to Agile Development and Scrum,-0.7782932272316583,Sprint Planning,"Sprint Planning, Agile Project Management, Continuous Improvement Process, Kanban Principles, Sprint Retrospectives, Estimation, Prioritization, Lean Methodologies, Agile Software Development, Backlogs, Performance Measurement, Team Oriented, Workflow Management, Performance Metric, Agile Methodology, User Story",80,"Adopt the 5 practices of Agile, a subset of DevOps: small batches, minimum viable product, pair programming, behavior- a",Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Sprint Planning; Agile Project Management; Continuous Improvement Process; Kanban Principles; Sprint Retrospectives,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,1.1596331209579491,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,-0.7782932272316583,0.7343863886960593,0.043478260869565216,16
Graphic Design,-0.4565071630509837,Generative AI,"Generative AI, Color Theory, Graphics Software, Adobe Illustrator, Design, Graphic and Visual Design, Typography, Graphic and Visual Design Software, Graphic Design, Creative Design, Design Elements And Principles, Adobe Creative Cloud, Digital Design",39,Understand and apply basic graphic design principles to create visually appealing and practical designs that captivate y,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Generative AI; Color Theory; Graphics Software; Adobe Illustrator; Design,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,-0.4565071630509837,0.04774441022242887,0.03571428571428571,39
Gemini in Google Meet,-0.4565071630509837,Generative AI,"Generative AI, Google Workspace, Prompt Engineering, Google Gemini",24,"Create meeting backgrounds using Gemini.
Create meeting backgrounds using Gemini.
Use Gemini to enhance your video quali",Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Generative AI; Google Workspace; Prompt Engineering; Google Gemini,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-2.0840958887146366,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,-0.4565071630509837,-0.906181022959058,0.03571428571428571,4
Introduction to Carbon Reduction and Net Zero,0.12270775247423055,Employee Engagement,"Employee Engagement, Corporate Sustainability, Education and Training, Sustainability Standards, Environment, Sustainable Technologies, Climate Change Adaptation, Environmental Science, Sustainable Development, Energy and Utilities, Climate Change Mitigation",55,"Analyze the fundamentals of Climate Change and Its impact on the environment
Analyze the fundamentals of Climate Change ",Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Employee Engagement; Corporate Sustainability; Education and Training; Sustainability Standards; Environment,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.1919206330722949,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0.12270775247423055,-0.4478384724814667,0.02702702702702703,11
