course_id,name,category,difficulty,estimated_hours,goal_role,prerequisites,skills,concept_overlap_group,module_list,url,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,career_value_score,skill_growth_score,num_prerequisites,num_skills,learning_load,skill_density
C223,Introduction to the Biology of Cancer,Health,Advanced,51,Backend Developer,Medical Imaging,"Medical Imaging, Molecular Biology, Risk Analysis, Cell Biology, Biology, Oncology, Clinical Trials, Treatment Planning, Pathology, Radiation Therapy, Surgery, Diagnostic Radiology, Epidemiology",34,,https://www.coursera.org/learn/cancer,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Medical Imaging; Molecular Biology; Risk Analysis; Cell Biology; Biology,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,13,51,13
C224,"Providing Social, Emotional, Behavioral, and Special Education Services in School",Health,Intermediate,21,Backend Developer,Special Education,"Special Education, Positive Behavior Support, Crisis Intervention, Data Collection, Individualized Education Programs (IEP), Mental Health, Behavior Management, School Psychology, Health Promotion, Student Support and Services, Case Studies",38,,https://www.coursera.org/learn/providing-social-emotional-behavioral-and-special-education-services-in-school,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Special Education; Positive Behavior Support; Crisis Intervention; Data Collection; Individualized Education Programs (IEP),Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,11,21,11
C225,Sexing the Canvas: Art and Gender,Arts And Humanities,Intermediate,38,AI Engineer,Sociology,"Sociology, Art History, World History, Cultural Diversity, Research, Diversity Awareness",56,,https://www.coursera.org/learn/gender-art,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Sociology; Art History; World History; Cultural Diversity; Research,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,6,38,6
C226,Design of Hydropower Structures,Physical Science And Engineering,Advanced,20,Data Scientist,Engineering Analysis,"Engineering Analysis, Construction, Environmental Engineering, Hydraulics, Mechanical Design, Engineering Design Process, Structural Engineering, Water Resource Management, Structural Analysis, Hydrology, Civil Engineering",51,,https://www.coursera.org/learn/design-of-hydropower-structures,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Engineering Analysis; Construction; Environmental Engineering; Hydraulics; Mechanical Design,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,20,11
C227,Certified Ethical Hacker (CEH): Unit 2,Information Technology,Intermediate,9,AI Engineer,Network Analysis,"Network Analysis, Vulnerability Scanning, Cyber Security Assessment, Open Source Technology, Network Security, Vulnerability Assessments, Network Protocols, Penetration Testing",43,"Master footprinting methodologies and Open Source Intelligence (OSINT) techniques.
Master footprinting methodologies and",https://www.coursera.org/learn/pearson-certified-ethical-hacker-ceh-v13-with-omar-santos-and-nick-garner-zpb5v,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Network Analysis; Vulnerability Scanning; Cyber Security Assessment; Open Source Technology; Network Security,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,8,9,8
C228,VLSI CAD Part II: Layout,Computer Science,Beginner,50,Data Analyst,Applied Mathematics,"Applied Mathematics, Hardware Design, Network Routing, Calculus, Graph Theory, Algorithms, Electronic Hardware, Systems Design, Electrical and Computer Engineering, Mathematical Modeling, Computer Engineering, Linear Algebra, Semiconductors, Data Structures, Application Specific Integrated Circuits, Computational Logic, Computer-Aided Design",64,,https://www.coursera.org/learn/vlsi-cad-layout,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Applied Mathematics; Hardware Design; Network Routing; Calculus; Graph Theory,Unknown,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,17,50,17
C229,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",Business,Advanced,59,Full Stack,Professionalism,"Professionalism, Crisis Management, Planning, Scheduling",31,"Plan effectively to achieve your personal and professional goals
Plan effectively to achieve your personal and professio",https://www.coursera.org/learn/work-smarter-not-harder,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Professionalism; Crisis Management; Planning; Scheduling,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,4,59,4
C230,Upgrading and Monitoring the Apigee Hybrid API Platform,Information Technology,Intermediate,48,ML Engineer,Application Performance Management,"Application Performance Management, System Monitoring, Configuration Management, Release Management, Kubernetes, Application Programming Interface (API), Application Deployment, Hybrid Cloud Computing, Patch Management, Google Cloud Platform, Network Troubleshooting",48,"Describe the upgrade and rollback process used for the Apigee hybrid installation.
Describe the upgrade and rollback pro",https://www.coursera.org/learn/upgrading-monitoring-and-troubleshooting-apigee-hybrid-api-platform,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Application Performance Management; System Monitoring; Configuration Management; Release Management; Kubernetes,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,11,48,11
C231,Microsoft 365 Copilot: Harness AI across your Microsoft Apps,Information Technology,Beginner,14,Backend Developer,Excel Formulas,"Excel Formulas, Data Analysis, Microsoft Excel, Technical Communication, Productivity, Microsoft Word, Data Management, Microsoft 365, Microsoft Copilot, Artificial Intelligence, Microsoft PowerPoint, Microsoft Teams, Data Visualization, Productivity Software, Microsoft Office, Generative AI Agents",42,,https://www.coursera.org/learn/microsoft-365-copilot-harness-ai-for-data-management,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Excel Formulas; Data Analysis; Microsoft Excel; Technical Communication; Productivity,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,16,14,16
C232,Co-design for All: doing co-design in practice,Social Sciences,Beginner,33,AI Engineer,Design,"Design, Case Studies, Disabilities, Design Thinking, Qualitative Research, Research and Design, Discussion Facilitation, Human Centered Design, Design Research, Research, Graphic and Visual Design, Persuasive Communication",21,,https://www.coursera.org/learn/co-design-for-all,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Design; Case Studies; Disabilities; Design Thinking; Qualitative Research,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,33,12
C233,Advanced Malware and Network Anomaly Detection,Information Technology,Intermediate,48,Data Scientist,Supervised Learning,"Supervised Learning, Machine Learning Software, Intrusion Detection and Prevention, System Design and Implementation, Microsoft Windows, Malware Protection, Continuous Monitoring, Performance Testing, Network Security, Machine Learning, Cybersecurity, Machine Learning Algorithms, Machine Learning Methods, Threat Detection, Network Analysis, Anomaly Detection",37,"Understand various types of malware and apply foundational analysis techniques to effectively detect and classify them.
",https://www.coursera.org/learn/advanced-malware-and-network-anomaly-detection,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Supervised Learning; Machine Learning Software; Intrusion Detection and Prevention; System Design and Implementation; Microsoft Windows,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,48,16
C234,Digital Transformation with Google Cloud,Information Technology,Advanced,46,Data Scientist,Infrastructure As A Service (IaaS),"Infrastructure As A Service (IaaS), Cloud Security, Cloud Services, Cloud Computing, Platform As A Service (PaaS), Software As A Service, Technology Strategies, Public Cloud, Cloud Infrastructure, Multi-Cloud, Google Cloud Platform, Business Transformation, Hybrid Cloud Computing, Digital Transformation",31,"Explain why and how the cloud revolutionizes businesses.
Explain why and how the cloud revolutionizes businesses.
Explai",https://www.coursera.org/learn/digital-transformation-google-cloud,Introduces key concepts and practical applications of None.,Information Technology,High,High,Advanced,Information Technology,Infrastructure As A Service (IaaS); Cloud Security; Cloud Services; Cloud Computing; Platform As A Service (PaaS),Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,14,46,14
C235,Curanderismo: Traditional Healing of the Body,Arts And Humanities,Advanced,43,AI Engineer,Cultural Sensitivity,"Cultural Sensitivity, Geriatrics, Patient Treatment, Preventative Care, Manual Therapy, Physical Therapy, Orthopedics, Health Care, Infant Care, Pain Management, Child Health, Anatomy, Maternal Health",68,"Provide information on the traditions, rituals and remedies of Curanderismo, a healing tradition with emphasis on treatm",https://www.coursera.org/learn/curanderismo-traditional-healing-body,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Advanced,Arts And Humanities,Cultural Sensitivity; Geriatrics; Patient Treatment; Preventative Care; Manual Therapy,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,13,43,13
C236,A Technical Leader's Qualities and Effectiveness,Personal Development,Advanced,52,ML Engineer,Stakeholder Management,"Stakeholder Management, Accountability, Visionary, Mentorship, Courage, Office Management, Professional Development, Collaboration, Leadership, Engineering Management, Growth Mindedness, Business Leadership, Negotiation, Positivity, Technical Management, Personal Development, Resilience, Team Leadership",77,"Understand and apply the principles of establishing a vision for an organization.
Understand and apply the principles of",https://www.coursera.org/learn/a-technical-leaders-qualities-and-effectiveness,Introduces key concepts and practical applications of None.,Personal Development,High,High,Advanced,Personal Development,Stakeholder Management; Accountability; Visionary; Mentorship; Courage,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,18,52,18
C237,Mitigating the Human Impact on Wetlands,Physical Science And Engineering,Advanced,9,Full Stack,Water Resource Management,"Water Resource Management, Environment and Resource Management, Environmental Science, Climate Change Adaptation, Interviewing Skills, Environmental Regulations, Environmental Laws, Natural Resource Management, Environmental Engineering and Restoration, Water Resources, Environmental Policy",48,"How  current U.S. laws and regulations govern human impacts on wetlands.
How  current U.S. laws and regulations govern h",https://www.coursera.org/learn/mitigating-the-human-impact-on-wetlands,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Water Resource Management; Environment and Resource Management; Environmental Science; Climate Change Adaptation; Interviewing Skills,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,9,11
C238,Fitting Statistical Models to Data with Python,Data Science,Beginner,51,AI Engineer,Regression Analysis,"Regression Analysis, Statistical Programming, Data Visualization Software, Probability Distribution, Statistical Methods, Jupyter, Exploratory Data Analysis, Statistical Modeling, Statistical Inference, Python Programming, Predictive Modeling, Bayesian Statistics, Statistical Software, Correlation Analysis",55,Deepen your understanding of statistical inference techniques by mastering the art of fitting statistical models to data,https://www.coursera.org/learn/fitting-statistical-models-data-python,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Regression Analysis; Statistical Programming; Data Visualization Software; Probability Distribution; Statistical Methods,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,14,51,14
C239,Road Safety & Indigenous Communities: Safe Systems Approach,Health,Advanced,46,ML Engineer,Public Health,"Public Health, Grant Writing, Risk Analysis, Systems Thinking, Civil Engineering, Safety Audits, Community Development, Health Disparities, Cultural Sensitivity, Accident Prevention, Safety Standards",14,,https://www.coursera.org/learn/road-safety--indigenous-communities-safe-systems-approach,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Public Health; Grant Writing; Risk Analysis; Systems Thinking; Civil Engineering,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,46,11
C240,English for Common Interactions in the Workplace: Basic Level,Language Learning,Advanced,47,Data Scientist,Bilingual (Spanish/English),"Bilingual (Spanish/English), Oral Comprehension, Language Learning, English Language, Oral Expression, Vocabulary, Business Communication, Writing, Grammar, Verbal Communication Skills, Telephone Skills",30,"Describe professions and daily activities related to the workplace.
Describe professions and daily activities related to",https://www.coursera.org/learn/english-common-interactions-workplace-basic-level,Introduces key concepts and practical applications of None.,Language Learning,High,High,Advanced,Language Learning,Bilingual (Spanish/English); Oral Comprehension; Language Learning; English Language; Oral Expression,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,47,11
C241,Oil & Gas Industry Operations and Markets,Physical Science And Engineering,Advanced,13,Data Scientist,Market Dynamics,"Market Dynamics, Market Analysis, Operations, Transportation Operations, Production Process, Natural Resource Management, Oil and Gas, Cost Estimation, Market Trend, Energy and Utilities",60,,https://www.coursera.org/learn/oilandgas,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Market Dynamics; Market Analysis; Operations; Transportation Operations; Production Process,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,10,13,10
C242,Effective Onboarding,Personal Development,Advanced,33,ML Engineer,Relationship Building,"Relationship Building, Continuous Improvement Process, Communication, Internal Communications, Goal Setting, Leadership Development, Performance Management, Drive Engagement, New Hire Orientations, Process Improvement, Employee Onboarding, Talent Acquisition, Performance Metric, Employee Retention",64,"Be prepared to focus on outcome rather than transactions.
Be prepared to focus on outcome rather than transactions.
Iden",https://www.coursera.org/learn/airs-effective-onboarding,Introduces key concepts and practical applications of None.,Personal Development,High,High,Advanced,Personal Development,Relationship Building; Continuous Improvement Process; Communication; Internal Communications; Goal Setting,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,14,33,14
C243,Generative AI in Finance,Business,Advanced,60,Full Stack,Financial Analysis,"Financial Analysis, Risk Modeling, Financial Regulations, Responsible AI, Fraud detection",15,"Apply generative AI models (GANs, VAEs, LLMs) to financial forecasting, risk assessment, and fraud detection in real-wor",https://www.coursera.org/learn/generative-ai-in-finance,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Financial Analysis; Risk Modeling; Financial Regulations; Responsible AI; Fraud detection,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,5,60,5
C244,CompTIA Linux+ XK0-005: Unit 1,Information Technology,Beginner,53,Backend Developer,File Management,"File Management, Ubuntu, Software Installation, System Configuration, Command-Line Interface, Red Hat Enterprise Linux, Operating System Administration, Linux, Bash (Scripting Language), Unix Commands, Linux Commands",32,"Master installation and configuration of Ubuntu and CentOS Linux distributions.
Master installation and configuration of",https://www.coursera.org/learn/pearson-comptia-linux-xk0-005-complete-video-course-3rd-edition-video-trai-tnfnw,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,File Management; Ubuntu; Software Installation; System Configuration; Command-Line Interface,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,11,53,11
C245,The American Renaissance and Frederick Douglass,Arts And Humanities,Intermediate,47,Data Scientist,Cultural Diversity,"Cultural Diversity, Storytelling, Liberal Arts, Oral Expression, Culture, Social Studies, Research, Social Justice, Writing",58,,https://www.coursera.org/learn/the-american-renaissance-and-frederick-douglass,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Cultural Diversity; Storytelling; Liberal Arts; Oral Expression; Culture,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,9,47,9
C246,Developing AI Applications with Python and Flask,Computer Science,Beginner,48,Data Analyst,Application Deployment,"Application Deployment, Restful API, Python Programming, Web Applications, Flask (Web Framework), Integrated Development Environments, Artificial Intelligence, Unit Testing, Software Development Life Cycle, Application Programming Interface (API), Programming Principles",79,Describe the steps and processes involved in creating a Python application including the application development lifecyc,https://www.coursera.org/learn/python-project-for-ai-application-development,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Application Deployment; Restful API; Python Programming; Web Applications; Flask (Web Framework),Unknown,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,11,48,11
C247,Think Again I: How to Understand Arguments,Arts And Humanities,Advanced,18,ML Engineer,Persuasive Communication,"Persuasive Communication, Oral Expression, Interpersonal Communications, Writing",5,,https://www.coursera.org/learn/understanding-arguments,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Advanced,Arts And Humanities,Persuasive Communication; Oral Expression; Interpersonal Communications; Writing,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,4,18,4
C248,Data Visualization,Data Science,Advanced,14,Data Scientist,Data Storytelling,"Data Storytelling, Statistical Visualization, R (Software), Interactive Data Visualization, Rmarkdown, R Programming, Data Visualization Software, Exploratory Data Analysis, Ggplot2, Histogram, Data Visualization, Data Analysis, Scatter Plots, Plot (Graphics), Data Presentation",19,,https://www.coursera.org/learn/ball-state-university-data-visualization-open,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Data Storytelling; Statistical Visualization; R (Software); Interactive Data Visualization; Rmarkdown,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,15,14,15
C249,"Modern Robotics, Course 2:  Robot Kinematics",Physical Science And Engineering,Intermediate,43,ML Engineer,Applied Mathematics,"Applied Mathematics, Virtual Environment, Torque (Physics), Mathematical Software, Automation Engineering, Control Systems, Numerical Analysis, Mechanics, Engineering Calculations, Spatial Analysis, Mathematical Modeling, Engineering Analysis, Simulation and Simulation Software",77,,https://www.coursera.org/learn/modernrobotics-course2,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Applied Mathematics; Virtual Environment; Torque (Physics); Mathematical Software; Automation Engineering,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,13,43,13
C250,Smart Cities – Management of Smart Urban Infrastructures,Social Sciences,Intermediate,20,Full Stack,Transportation Operations,"Transportation Operations, Governance, Internet Of Things, Emerging Technologies, Technical Management, Technology Strategies, Sustainable Development, Innovation, Digital Transformation, Systems Thinking, Data Management, Infrastructure Architecture",77,,https://www.coursera.org/learn/smart-cities,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Transportation Operations; Governance; Internet Of Things; Emerging Technologies; Technical Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,12,20,12
C251,Introduction to Power Electronics,Physical Science And Engineering,Beginner,26,AI Engineer,Electronics,"Electronics, Basic Electrical Systems, Engineering Analysis, Simulation and Simulation Software, Power Electronics, Electronic Systems, Electrical Engineering, Electrical Power, Electric Power Systems",70,"Understand what a switched-mode converter is and its basic operating principles
Understand what a switched-mode converte",https://www.coursera.org/learn/power-electronics,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Electronics; Basic Electrical Systems; Engineering Analysis; Simulation and Simulation Software; Power Electronics,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,9,26,9
C252,Rocket Science for Everyone,Physical Science And Engineering,Intermediate,8,Data Analyst,Telecommunications,"Telecommunications, Communication Systems, Mechanics, Physics, Global Positioning Systems, Technical Communication, Environmental Monitoring, Wireless Networks, General Networking",70,"Understand where satellites orbit around the Earth, defining different regions where satellites such as GPS and communic",https://www.coursera.org/learn/rocket-science-for-everyone,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Telecommunications; Communication Systems; Mechanics; Physics; Global Positioning Systems,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,9,8,9
C253,R Programming,Data Science,Beginner,42,Data Analyst,Debugging,"Debugging, Program Development, R Programming, Simulations, Statistical Programming, Data Import/Export, Statistical Analysis, Computer Programming Tools, Data Analysis, Performance Tuning, Programming Principles, Data Structures",1,"Understand critical programming language concepts
Understand critical programming language concepts
Configure statistica",https://www.coursera.org/learn/r-programming,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Debugging; Program Development; R Programming; Simulations; Statistical Programming,Unknown,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,42,12
C254,Managing Social and Human Capital,Business,Intermediate,21,Data Analyst,People Management,"People Management, Team Motivation, Organizational Leadership, Human Capital, Organizational Structure, Job Analysis, Compensation Management, Leadership and Management, Human Resource Strategy, Organizational Change, Employee Performance Management, Organizational Effectiveness, Change Management, Talent Recruitment, Constructive Feedback, Decision Making",27,,https://www.coursera.org/learn/wharton-social-human-capital,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,People Management; Team Motivation; Organizational Leadership; Human Capital; Organizational Structure,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,21,16
C255,How to Jumpstart Your Hidden Creative Genius,Personal Development,Beginner,52,Full Stack,Design Thinking,"Design Thinking, Curiosity, Creative Thinking, Innovation, Empathy, Creativity, Problem Solving, Ideation, Cognitive flexibility, Self-Awareness, Brainstorming, Human Centered Design",54,,https://www.coursera.org/learn/karl-gude-creativity,Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Design Thinking; Curiosity; Creative Thinking; Innovation; Empathy,Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,52,12
C256,DevOps Culture and Mindset,Computer Science,Intermediate,55,AI Engineer,Risk Management,"Risk Management, Kanban Principles, Organizational Structure, User Feedback, Lean Methodologies, Continuous Improvement Process, DevOps, Process Mapping, Culture Transformation, Operational Efficiency, CI/CD, Process Improvement, Systems Thinking",49,,https://www.coursera.org/learn/devops-culture-and-mindset,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Risk Management; Kanban Principles; Organizational Structure; User Feedback; Lean Methodologies,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,13,55,13
C257,Spanish for the Workplace: From basics to business,Language Learning,Intermediate,47,Data Analyst,Interviewing Skills,"Interviewing Skills, Office Procedures",67,,https://www.coursera.org/learn/spanish-for-the-workplace-from-basics-to-business,Introduces key concepts and practical applications of None.,Language Learning,High,High,Intermediate,Language Learning,Interviewing Skills; Office Procedures,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,2,47,2
C258,Cinematic Video Editing : Master Exciting Youtube Intro's,Arts And Humanities,Beginner,52,Data Analyst,Adobe After Effects,"Adobe After Effects, Color Theory, Adobe Premiere, Videography, Timelines, Motion Graphics, Post-Production, Video Editing, Video Production",36,,https://www.coursera.org/learn/cinematic-video-editing--master-exciting-youtube-intros,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Beginner,Arts And Humanities,Adobe After Effects; Color Theory; Adobe Premiere; Videography; Timelines,Unknown,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,9,52,9
C259,Introduction to Statistical Analysis:  Hypothesis Testing,Data Science,Intermediate,29,Backend Developer,SAS (Software),"SAS (Software), Correlation Analysis, Plot (Graphics), Statistical Analysis, Statistical Hypothesis Testing, Regression Analysis, Exploratory Data Analysis, Statistical Modeling, Data Literacy, Statistical Methods, Probability & Statistics",30,,https://www.coursera.org/learn/statistical-analysis-hypothesis-testing-sas,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,SAS (Software); Correlation Analysis; Plot (Graphics); Statistical Analysis; Statistical Hypothesis Testing,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,11,29,11
C260,Document Design,Computer Science,Intermediate,33,ML Engineer,Version Control,"Version Control, Adobe Acrobat, Digital Design, File Management, Workflow Management, Branding, Creative Design, Presentations, Constructive Feedback, Document Management, Process Design, Graphic Design, Marketing Collateral, Client Services, Design Reviews, Collaborative Software",58,"Master the fundamentals of document design, learning how to create clear, visually appealing, and effective documents.
M",https://www.coursera.org/learn/document-design,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Version Control; Adobe Acrobat; Digital Design; File Management; Workflow Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,33,16
C261,Business Law: A Community of Practice with Paralegals,Business,Intermediate,34,ML Engineer,Legal Risk,"Legal Risk, Commercial Laws, Business, Corporate Accounting, Mergers & Acquisitions, Corporate Finance, Case Law, Legal Research, Governance, Ethical Standards And Conduct, Legal Strategy, Analysis, Partnership Accounting, Organizational Structure, Strategic Partnership, Civil Law",59,"Learn how to form agency relationships
Learn how to form agency relationships
Evaluate business structures
Evaluate busi",https://www.coursera.org/learn/business-law-community-of-practice,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Legal Risk; Commercial Laws; Business; Corporate Accounting; Mergers & Acquisitions,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,34,16
